Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6zK6tHtbYjmc8zesa7e8br,"Original - Remastered","Leftism","Leftfield",1995,382360,52,false,,2019-12-12T21:42:04Z,"big beat,trip hop,downtempo","Hard Hands",0.61,0.853,4,-11.853,0,0.082,0.00817,0.0524,0.0931,0.669,171.983,4
spotify:track:1CdUTDxI3bE7ABNwscilBo,"Porno 3003","Showa 64 (Sounds of the East Mixed in the West)","Pizzicato Five",1999-01-01,591666,25,false,,2019-12-12T21:42:04Z,"shibuya-kei,city pop,japanese indie","Disorient",0.647,0.66,7,-9.928,1,0.0724,0.0893,0.00147,0.0907,0.757,87.056,4
spotify:track:2XQSgmtEY2titXhfY414dy,"Roygbiv","Music Has The Right To Children","Boards of Canada",1998-04-20,151520,0,false,,2019-12-12T21:42:04Z,"idm,ambient,trip hop,downtempo,electronic","Warp Records",0.631,0.521,4,-10.312,0,0.063,0.0201,0.923,0.103,0.118,84.033,4
spotify:track:45RRmYqvrEwfZE2uyjE2w0,"Before The Sunset","Compass","Compass: Mexican Institute Of Sound + Toy Selectah,Stela Campos,Mexican Institute Of Sound,Lara Renno,Toy Selectah,Gael Garcia Bernal,Bruno Morais",2016-08-26,237752,6,false,,2019-12-12T21:42:04Z,"electrocumbia,latin alternative,mexican indie,moombahton,cumbia sonidera,nova mpb","Casete",0.577,0.79,9,-4.524,0,0.0427,0.0106,0.00251,0.197,0.634,129.054,4
spotify:track:4OqxR8Sahk7X5NdVMaNlZq,"Damask Rose","Blade Runner (Music From The Original Soundtrack)","Vangelis",1994-06-06,152826,43,false,,2019-12-12T21:42:04Z,"new age","EastWest U.K.",0.171,0.0369,2,-28.546,0,0.0455,0.308,0.399,0.173,0.0272,121.354,4
spotify:track:1nXRacxi1isUvleBB6Jgx7,"SeeSaw","In Colour","Jamie xx,Romy",2015-06-01,268788,0,false,,2019-12-12T21:42:04Z,"","Young Turks Recordings",0.625,0.682,9,-11.882,0,0.0355,0.267,0.85,0.679,0.183,125.032,4
spotify:track:5gSMv7cRiTtVt4J3wb6RXJ,"Grab As Much (As You Can)","Death Song","The Black Angels",2017-04-21,231880,0,false,,2019-12-12T21:42:04Z,"psychedelic rock,neo-psychedelic,stoner rock,space rock,garage rock","Pod",0.574,0.72,6,-4.384,1,0.0265,0.00708,0.0999,0.125,0.17,110.01,4
spotify:track:691Wr3tOjDqic3OTPLouX3,"Ramblin' Gamblin' Man","Ramblin' Gamblin' Man","Bob Seger",1969-04-01,145310,63,false,,2019-12-12T21:42:04Z,"classic rock","Capitol Records",0.601,0.84,9,-3.828,1,0.0509,0.0232,0,0.0569,0.896,130.811,4
spotify:track:7xQYVjs4wZNdCwO0EeAWMC,"Born Slippy (Nuxx)","1992 - 2012","Underworld",2014-01-01,456480,72,false,,2019-12-12T21:42:04Z,"big beat,electronica","Smith Hyde Productions",0.576,0.953,10,-8.968,1,0.0362,0.00106,0.49,0.474,0.303,140.042,4
spotify:track:48n0Or9AmRA0uEeyX8Ycuc,"Panique","Ouh là là","Juniore",2017-03-03,211986,0,false,,2019-12-12T21:42:04Z,"french indie pop,french pop","A+LSO",0.523,0.846,7,-6.284,1,0.0442,0.000176,0.0246,0.129,0.335,149.903,4
spotify:track:51IRyQUsErmyq7ajncZtSq,"Soft","Nice Weather For Ducks","Lemon Jelly",2003-01-20,275906,0,false,,2019-12-12T21:42:04Z,"downtempo,trip hop","XL Recordings",0.771,0.495,3,-10.294,0,0.0334,0.666,0.0118,0.107,0.242,102.705,4
spotify:track:6N7gPTru90HYLRUIVDQ185,"More Than This","Avalon","Roxy Music",1982-05-01,270651,72,false,,2019-12-12T21:42:04Z,"glam rock,art rock","EG Records",0.653,0.665,6,-7.806,1,0.025,0.0507,0.0461,0.139,0.755,128.503,4
spotify:track:0rHCW5eZ35QmQNVYyozAnZ,"Memories of Green","Blade Runner (Music From The Original Soundtrack)","Vangelis",1994-06-06,305026,49,false,,2019-12-12T21:42:04Z,"new age","EastWest U.K.",0.247,0.0392,2,-28.219,1,0.0374,0.919,0.573,0.343,0.0887,169.606,3
spotify:track:2ojgRKZJ1oRREcNQIYVnX4,"K.I.S.S.E.S","Best of Deluxe Edition","Bent",2022-01-21,315346,0,false,,2019-12-12T21:42:04Z,"trip hop,downtempo","Godlike & Electric Entertainment LLC",0.625,0.8,1,-8.161,1,0.0458,0.00556,0.386,0.0751,0.467,107.258,4
spotify:track:6nlolyzlvJvRUBndk83PnB,"Vad Hände Med Dem?","Revelation","The Brian Jonestown Massacre",2014-05-19,281293,0,false,,2019-12-12T21:42:04Z,"neo-psychedelic,shoegaze,psychedelic rock,space rock","'a' Records",0.412,0.94,4,-4.566,1,0.0405,0.000198,0.454,0.128,0.847,79.891,4
spotify:track:2Vim06YsRb4uJRpbeq6NR6,"Hush - 1998 Remaster","Shades of Deep Purple","Deep Purple",1968-07-01,266840,60,false,,2019-12-12T21:42:04Z,"hard rock,classic rock,rock","Parlophone UK",0.57,0.635,10,-10.231,1,0.0482,0.00459,0.176,0.0901,0.196,108.431,4
spotify:track:21aDHnHXtZqnxqLaD0chkG,"Tales of the Future","Blade Runner (Music From The Original Soundtrack)","Vangelis",1994-06-06,286506,42,false,,2019-12-12T21:42:04Z,"new age","EastWest U.K.",0.104,0.133,5,-20.224,1,0.0404,0.077,0.0000636,0.293,0.0298,78.783,4
spotify:track:28FRFXvXbDRxkwcEvx2CCQ,"Dream Cars","Stainless Style","Neon Neon",2008-08-18,205466,0,false,,2019-12-12T21:42:04Z,"alternative dance,indie electronic","Lex Records",0.641,0.813,9,-4.117,1,0.0465,0.216,0.00115,0.0622,0.645,115.005,4
spotify:track:3AlO2kfztAdnjSleiqF1c6,"Slavonic March Op. 31 TH. 45: Marche slave Op. 31 Slavonic March","Tchaikovsky: Ouverture solennelle 1812; Nutcracker Suite; Marche slave; Capriccio italien","Pyotr Ilyich Tchaikovsky,Berliner Philharmoniker,Herbert von Karajan",1967-01-01,573666,6,false,,2019-12-12T21:42:04Z,"classical,orchestra,opera,requiem","Deutsche Grammophon (DG)",0.316,0.399,10,-14.832,0,0.0466,0.771,0.927,0.0988,0.186,103.352,4
spotify:track:0EwbFV10HB1e4A4CFeRz7u,"Oh My God","...and all the pieces matter Five Years of Music from The Wire (deluxe version)","Michael Franti,Spearhead",2008-01-04,306053,33,true,,2019-12-12T21:42:04Z,"","Nonesuch",0.704,0.604,0,-8.504,1,0.0492,0.535,0.0114,0.341,0.787,90.016,4
spotify:track:7CKz0xDkXuPdW3xEQ4NUS9,"One More Kiss Dear","Blade Runner (Music From The Original Soundtrack)","Vangelis",1994-06-06,239706,49,false,,2019-12-12T21:42:04Z,"new age","EastWest U.K.",0.599,0.0486,11,-22.945,1,0.036,0.987,0.332,0.13,0.369,91.211,4
spotify:track:36cPAjE8pUyFKoAqOuNpew,"Scale It Back - Radio Edit","Reconstructed : The Best Of DJ Shadow","DJ Shadow,Little Dragon",2012-01-01,220026,0,false,,2019-12-12T21:42:04Z,"trip hop,downtempo","Universal-Island Records Ltd.",0.612,0.716,8,-7.995,1,0.0256,0.0505,0.00462,0.0872,0.802,168.062,4
spotify:track:2zaKj55QMhnEDrPGSsjXyB,"Some Time Alone Alone","Melody's Echo Chamber","Melody's Echo Chamber",2012-10-12,226400,0,false,,2019-12-12T21:42:04Z,"neo-psychedelic,dream pop,psychedelic rock","Fat Possum Records",0.447,0.959,10,-3.93,0,0.0485,0.00896,0.00466,0.28,0.55,108.475,4
spotify:track:5ARrtxJLVCeTv5TWo1oKgC,"In The Waiting Line","Simple Things","Zero 7,Sophie Barker",2001,271520,48,false,,2019-12-12T21:42:04Z,"trip hop,downtempo","New State Music",0.561,0.33,5,-13.51,1,0.0268,0.76,0.134,0.106,0.378,79.01,4
spotify:track:0nfgfn2J249Rgd5xp3IZsK,"Woman","Woman","Karen O,Danger Mouse",2019-01-15,174866,0,false,,2019-12-12T21:42:04Z,"","BMG Rights Management (US) LLC",0.609,0.889,7,-7.501,1,0.0351,0.00566,0.000675,0.099,0.788,125.954,4
spotify:track:67Gvfyl0C5fdvlXduKBkb4,"Ein deutsches Requiem Op. 45: I. Chorus. Selig sind die da Leid tragen","Brahms: Ein Deutsches Requiem","Johannes Brahms,Wolfgang Meyer,Berliner Philharmoniker,Herbert von Karajan,Wiener Singverein",1964-01-01,695013,7,false,,2019-12-12T21:42:04Z,"classical,classical piano,chamber music,orchestra,requiem,opera,choral","Deutsche Grammophon (DG)",0.159,0.0425,5,-26.097,1,0.0459,0.982,0.943,0.108,0.0314,65.998,4
spotify:track:3tsolpCMbTb6fJZEWcaVaj,"Sucker DJ (I Will Survive)","Classic Hip Hop Jams","Dimples D.",2013-07-23,305586,0,false,,2019-12-12T21:42:04Z,"hip house","Warlock Records",0.817,0.863,1,-6.575,1,0.0649,0.0076,0.00117,0.0716,0.583,107.988,4
spotify:track:4HWeiKfHdwn2hEgUQVfu2q,"From Rusholme with Love","On the Ropes","Mint Royale",1999-10-18,306909,0,false,,2019-12-12T21:42:04Z,"big beat","Faith & Hope Records",0.637,0.866,8,-6.645,1,0.0369,0.0715,0.881,0.221,0.61,139.179,4
spotify:track:0Y9SHiZGeXgShe4SKYl5sw,"AM/FM","Strange Weather Isn't It?","!!!",2010-08-23,295173,0,false,,2019-12-12T21:42:04Z,"alternative dance,new rave,electroclash","Warp Records",0.796,0.908,4,-6.188,0,0.0834,0.0387,0.324,0.045,0.676,115.981,4
spotify:track:5lEGPwQYMmzyJ2JGyR5ILV,"Lovely Head - Live in London","Wonderful Electric (Live in London)","Goldfrapp",2004-09-27,237173,0,false,,2019-12-12T21:42:04Z,"trip hop,electroclash,art pop","Mute, a BMG Company",0.472,0.626,5,-8.485,0,0.074,0.516,0.559,0.741,0.0705,108.946,4
spotify:track:6kxSPqgsM0PpwfNosV1Etm,"17 Años","Pachangón Sonidero","Los Ángeles Azules",2015-05-04,180573,45,false,,2019-12-12T21:42:04Z,"cumbia,cumbia sonidera,salsa","UMLE - Disa",0.753,0.548,0,-7.016,1,0.0432,0.478,0,0.092,0.794,90.676,4
spotify:track:6PG9CxkHhPVnImxJyJf7vt,"Night Games","Of Desire","The KVB",2016-03-11,197809,0,false,,2019-12-12T21:42:04Z,"cold wave,darkwave,post-punk,gothic rock,shoegaze","INVADA Records",0.494,0.716,7,-10.819,1,0.0378,0.00000901,0.913,0.895,0.466,139.987,4
spotify:track:4R7kumtHnf5SsKyPYrVO5r,"Autumn Sweater","I Can Hear The Heart Beating As One","Yo La Tengo",1997-04-22,318373,0,false,,2019-12-12T21:42:04Z,"dream pop,slowcore","Matador",0.628,0.455,7,-12.436,1,0.0427,0.141,0.693,0.135,0.858,102.09,4
spotify:track:5dSBi7CBxh1rdudhZUF5jt,"Children","Electric Lines (Bonus Edition)","Joe Goddard",2017-12-15,418313,28,false,,2019-12-12T21:42:04Z,"indie soul","Domino Recording Co",0.607,0.589,6,-11.609,1,0.0391,0.215,0.805,0.105,0.07,120.005,4
spotify:track:3Ty7OTBNSigGEpeW2PqcsC,"Glory Box","Dummy","Portishead",1994-01-01,308626,79,false,,2019-12-12T21:42:04Z,"trip hop,downtempo","Polydor Associated Labels",0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,4
spotify:track:1eLlVfMDZF6AIKk4p8sjZ2,"Anemone","Their Satanic Majesties' Second Request","The Brian Jonestown Massacre",1996,334466,0,false,,2019-12-12T21:42:04Z,"neo-psychedelic,shoegaze,psychedelic rock,space rock","'a' Records",0.527,0.636,5,-12.888,0,0.0347,0.0599,0.843,0.204,0.607,83.101,4
spotify:track:6INLpBxo9F5QMer04VXEnd,"Sexy Boy","Moon Safari","Air",1998-01-16,298466,70,false,,2019-12-12T21:42:04Z,"trip hop,downtempo","Parlophone (France)",0.43,0.625,0,-6.201,1,0.0295,0.00142,0.66,0.125,0.164,111.88,4
spotify:track:4AWVzEy8iOj0lXfIk0VhcP,"Chocolate Wings","Programmed to Love","Bent",2000-10-21,351413,20,false,,2019-12-12T21:42:04Z,"trip hop,downtempo","Ministry of Sound Recordings",0.649,0.818,0,-7.498,1,0.0313,0.034,0.401,0.147,0.417,110.152,4
spotify:track:4QDbzpmRA6atTEEE2W7j7k,"Doused","Oshin","DIIV",2012-06-26,222973,0,false,,2019-12-12T21:42:04Z,"shoegaze,dream pop","Captured Tracks",0.379,0.868,5,-4.913,0,0.038,0.0674,0.763,0.0645,0.744,169.984,4
spotify:track:3Nxw6eeFpBwUbxVuSY6NC0,"Chillin'","Modjo (Remastered)","Modjo",2001,293732,61,false,,2019-12-12T21:42:04Z,"french house,disco house","Modjo Music",0.58,0.89,6,-5.559,1,0.036,0.0000654,0.000446,0.0518,0.909,124.971,4
spotify:track:4fLDFF4snqdMDSZSM4AEnb,"Hector","Quentin Tarantino's Once Upon a Time in Hollywood Original Motion Picture Soundtrack","The Village Callers",2019-07-26,152000,37,false,,2019-12-12T21:42:04Z,"","Columbia",0.533,0.902,5,-8.107,1,0.174,0.345,0.687,0.398,0.606,103.764,4
spotify:track:2ovq5SIJ7zRgtLDR0zBHj7,"Rabbit In Your Headlights","Psyence Fiction","UNKLE,Thom Yorke",1998-09-29,376160,0,false,,2019-12-12T21:42:04Z,"trip hop,downtempo","Universal-Island Records Ltd.",0.265,0.588,9,-9.036,1,0.05,0.0762,0.0113,0.128,0.171,112.396,3
spotify:track:1fZ11hiUlo9cvYosye1H98,"Paxton Quigley's Had The Course - from the MGM film Three in the Attic","Quentin Tarantino's Once Upon a Time in Hollywood Original Motion Picture Soundtrack","Chad & Jeremy",2019-07-26,197160,36,false,,2019-12-12T21:42:04Z,"baroque pop","Columbia",0.44,0.678,6,-7.719,0,0.0366,0.345,0.00365,0.247,0.322,105.662,4
spotify:track:2bbXno66U4NINa2XoSd9QW,"Memory Gospel","Play - The B Sides","Moby",1999-05-17,402066,0,false,,2019-12-12T21:42:04Z,"downtempo,trip hop","Mute, a BMG Company",0.44,0.362,2,-10.859,1,0.0264,0.472,0.952,0.106,0.0437,96.656,4
spotify:track:2ERkDKznGdhFqLaFYDxpOb,"Grabmusik K.42: 4. Aria: Betracht dies Herz und frage mich","The Gundula Janowitz Edition","Wolfgang Amadeus Mozart,Gundula Janowitz,Wiener Symphoniker,Wilfried Boettcher",2017-06-02,364000,0,false,,2019-12-12T21:42:04Z,"classical,opera,requiem,classical piano,chamber music,villancicos,christmas,orchestra","Deutsche Grammophon (DG)",0.228,0.0601,7,-26.175,0,0.0521,0.977,0.0375,0.256,0.0339,98.639,4
spotify:track:70MqJOpUHPB10OzrI06x7U,"Son of a Lovin' Man","Quentin Tarantino's Once Upon a Time in Hollywood Original Motion Picture Soundtrack","Buchanan Brothers",2019-07-26,176693,45,false,,2019-12-12T21:42:04Z,"","Columbia",0.662,0.834,11,-5.887,0,0.0606,0.645,0.0000122,0.306,0.843,132.641,3
spotify:track:1B3GJK8724WmZVsWfnWHno,"Mrs. Robinson","Quentin Tarantino's Once Upon a Time in Hollywood Original Motion Picture Soundtrack","Simon & Garfunkel",2019-07-26,216306,39,false,,2019-12-12T21:42:04Z,"folk rock,folk","Columbia",0.447,0.631,6,-9.198,0,0.0606,0.0615,0.139,0.449,0.821,91.659,4
spotify:track:1divptdjcWXvF1aflfTQnw,"Rose rouge","Tourist (Remastered)","St Germain",2000,416565,60,false,,2019-12-12T21:42:04Z,"jazz house,nu jazz,acid jazz,downtempo,lounge","Parlophone (France)",0.621,0.807,8,-8.963,0,0.0363,0.07,0.169,0.0737,0.557,118.028,4
spotify:track:7iHgeRnSpNq3MEMM8JRK8e,"Bella mia fiamma addio... Resta oh cara K.528","The Gundula Janowitz Edition","Wolfgang Amadeus Mozart,Gundula Janowitz,Wiener Symphoniker,Wilfried Boettcher",2017-06-02,777000,0,false,,2019-12-12T21:42:04Z,"classical,opera,requiem,classical piano,chamber music,villancicos,christmas,orchestra","Deutsche Grammophon (DG)",0.218,0.0733,0,-21.635,1,0.0569,0.979,0.000745,0.0953,0.0373,78.645,4
spotify:track:5tR13oIwi5J3elcTZPTTIU,"Kelly Watch the Stars","Moon Safari","Air",1998-01-16,226293,61,false,,2019-12-12T21:42:04Z,"trip hop,downtempo","Parlophone (France)",0.522,0.72,2,-8.52,1,0.0283,0.215,0.746,0.111,0.315,109.851,4
spotify:track:3rI5e4tFTlWEwJi4TjLeGT,"Kentucky Woman - 1998 Remaster","The Book of Taliesyn","Deep Purple",1968-10-01,283173,37,false,,2019-12-12T21:42:04Z,"hard rock,classic rock,rock","Parlophone UK",0.338,0.448,0,-8.703,1,0.0346,0.033,0.00125,0.313,0.302,171.364,4
spotify:track:50Dfp4PZQqvXLlniASKpTY,"Obvs","In Colour","Jamie xx",2015-06-01,231039,0,false,,2019-12-12T21:42:04Z,"","Young Turks Recordings",0.633,0.393,5,-12.603,0,0.0393,0.858,0.925,0.0817,0.423,152.044,4
spotify:track:0pUED0wtNUsSZvmSlJVDhl,"My Definition Of A Boombastic Jazz Style","And Now The Legacy Begins","Dream Warriors",1991-04-01,264333,33,false,,2019-12-12T21:42:04Z,"acid jazz,jazz rap","UMC (Universal Music Catalogue)",0.462,0.592,4,-13.678,0,0.496,0.127,0,0.0502,0.65,168.398,4
spotify:track:1g9Qn3WkiUOHluP646iLzU,"Bring a Little Lovin'","Quentin Tarantino's Once Upon a Time in Hollywood Original Motion Picture Soundtrack","Los Bravos",2019-07-26,137173,40,false,,2019-12-12T21:42:04Z,"","Columbia",0.413,0.839,11,-6.903,1,0.0764,0.00000559,0.000203,0.303,0.578,115.153,4
spotify:track:1Mtwi6CmEHxkZvsNWR9qVE,"The Vagabond","10 000 Hz Legend","Air",2001-05-28,337533,46,false,,2019-12-12T21:42:04Z,"trip hop,downtempo","Parlophone (France)",0.608,0.514,8,-4.782,1,0.0451,0.23,0.226,0.052,0.313,139.647,4
spotify:track:4cucslsiEgezV2o900Ykg3,"Building Steam With A Grain Of Salt","Endtroducing.....","DJ Shadow",1996-09-16,399026,0,true,,2019-12-12T21:42:04Z,"trip hop,downtempo","UMC (Universal Music Catalogue)",0.613,0.832,8,-9.187,1,0.0281,0.388,0.95,0.0865,0.48,164.876,4
spotify:track:1vahbgf2hkAjBvYRtIo09F,"Underwater Love","Flying Away","Smoke City",1997-08-25,406000,57,false,,2019-12-12T21:42:04Z,"trip hop,downtempo","Sony Music CG",0.685,0.626,6,-7.809,1,0.204,0.812,0.0346,0.091,0.521,81.769,4
spotify:track:1vNNfTgHsrpOXeiaXQBlH7,"Safe From Harm - 2012 Mix/Master","Blue Lines (2012 Mix/Master)","Massive Attack,Shara Nelson",1991-06-10,319000,63,false,,2019-12-12T21:42:04Z,"trip hop,downtempo,uk r&b,acid jazz","Virgin Catalogue",0.677,0.83,6,-6.604,0,0.0469,0.0438,0.312,0.0766,0.842,82.274,4
spotify:track:0hF1wnq9h5KzonxoOml4rP,"Clarividad","Aztlán","Zoé",2018-04-18,303480,44,false,,2019-12-12T21:42:04Z,"rock en español,mexican rock,mexican indie,latin alternative,latin indie,latin rock","Universal Music Mexico",0.314,0.643,4,-8.894,0,0.0674,0.23,0.908,0.208,0.322,161.843,4
spotify:track:1insAcIuVNZT4r48ajmz2w,"Afro Left - Remastered","Leftism","Leftfield",1995,452533,43,false,,2019-12-12T21:42:04Z,"big beat,trip hop,downtempo","Hard Hands",0.76,0.803,8,-13.356,1,0.049,0.0442,0.574,0.192,0.532,129.986,4
spotify:track:3N8p0hzXZ0EF0OoDGFh5G9,"Trainspotting","Vanishing Point (Expanded Edition)","Primal Scream",1997-07-07,484866,46,false,,2019-12-12T21:42:04Z,"madchester,britpop,alternative dance","Creation Records",0.582,0.763,0,-6.37,1,0.0375,0.0359,0.857,0.338,0.446,193.482,4
spotify:track:2O6X9nPVVQSefg3xOQAo5u,"Mysterons","Dummy","Portishead",1994-01-01,305240,58,false,,2019-12-12T21:42:04Z,"trip hop,downtempo","Polydor Associated Labels",0.657,0.498,11,-11.529,1,0.262,0.405,0.000479,0.107,0.46,164.25,4
spotify:track:08fbpynRAv6hPqqPZISRsa,"Eres","Sin Tu Amor","José Maria Napoleón",1979-01-01,195840,71,false,,2019-12-12T21:42:04Z,"","Universal Music Mexico",0.578,0.666,2,-6.475,1,0.0517,0.426,0,0.0969,0.863,100.771,4
spotify:track:0AzwzBnprLl9SAv26Up4TY,"My Life Extra","...and all the pieces matter Five Years of Music from The Wire (deluxe version)","DJ Technics",2008-01-04,77200,21,false,,2019-12-12T21:42:04Z,"baltimore club,jersey club,footwork,philly club,miami bass,go-go","Nonesuch",0.854,0.991,10,-5.593,0,0.0497,0.167,0.881,0.118,0.512,128.032,4
spotify:track:4cmq1Bi1VSMgM96ptpUc4z,"Così fan tutte K. 588 Act I: No. 10 Trio. Soave sia il vento - Live","The Gundula Janowitz Edition","Wolfgang Amadeus Mozart,Gundula Janowitz,Brigitte Fassbaender,Rolando Panerai,Wiener Philharmoniker,Karl Böhm",2017-06-02,185173,0,false,,2019-12-12T21:42:04Z,"classical,opera,requiem,classical piano,chamber music,orchestra","Deutsche Grammophon (DG)",0.122,0.106,4,-23.909,1,0.045,0.978,0.0184,0.173,0.0398,178.674,3
spotify:track:4v54kMGcJUKYBj7fVkh3Uu,"Jenny Take A Ride","Quentin Tarantino's Once Upon a Time in Hollywood Original Motion Picture Soundtrack","Mitch Ryder,The Detroit Wheels",2019-07-26,216493,38,false,,2019-12-12T21:42:04Z,"motown","Columbia",0.57,0.946,5,-5.624,1,0.073,0.276,0,0.441,0.854,100.302,4
spotify:track:3VIMS1p3sNifH0RQnmDf7s,"Jumbo","Beaucoup Fish (Remastered / Super Deluxe)","Underworld",1999-03-01,417853,51,false,,2019-12-12T21:42:04Z,"big beat,electronica","Smith Hyde Productions",0.63,0.596,5,-11.2,0,0.0379,0.206,0.771,0.125,0.882,139.991,4
