Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7iqAuZe5yS0suLQcFfVK39,"Chaise Longue","Chaise Longue","Wet Leg",2021-06-15,196905,58,false,,1970-01-01T00:00:00Z,"indie rock,indie","Domino Recording Co",0.684,0.749,7,-6.565,1,0.06,0.00135,0.111,0.141,0.935,160.021,4
spotify:track:6INNs26zUPhIkxzJu7rlMF,"Renegade Soundwave - Leftfield Remix","RSW 1987-1995","Renegade Soundwave",1996-07-15,469973,26,false,,1970-01-01T00:00:00Z,"acid house,big beat,alternative dance,madchester","Mute",0.594,0.962,2,-7.461,1,0.05,0.00562,0.852,0.24,0.559,99.911,4
spotify:track:1HeCBrZd0A2ub1E8aeZJie,"Supermoves","Wreckage","Overseer",1997,287426,48,false,,1970-01-01T00:00:00Z,"big beat,breakbeat","Columbia",0.536,0.977,6,-7.827,0,0.0648,0.0000323,0.899,0.689,0.419,135.006,4
spotify:track:6VQDaTTTHeLUhKaHcDe2Bz,"Pasilda","Pasilda","Afro Medusa",1999-01-29,201000,63,false,,1970-01-01T00:00:00Z,"latin house,afro house,funky house,disco house,house","Armada Music",0.671,0.741,5,-7.525,0,0.0342,0.0191,0.808,0.272,0.421,127.024,4
spotify:track:2nbmXP1GTWZO5KvhVV8hZv,"Losing Control","Losing Control","Illyus Barrientos ",2019-11-15,217142,26,false,,1970-01-01T00:00:00Z,"tech house,disco house,funky house","Club Sweat",0.764,0.836,6,-3.729,0,0.0459,0.00167,0.817,0.0604,0.347,125.992,4
spotify:track:1DIWclToTjrOwWw5Q24Fv4,"Beat Them All","What You Gonna Do When The Grid Goes Down?","Public Enemy",2020-09-25,172733,16,true,,1970-01-01T00:00:00Z,"old school hip hop,east coast hip hop,hip hop,hardcore hip hop","Public Enemy PS/ Def Jam",0.693,0.941,10,-2.529,0,0.452,0.179,0,0.278,0.545,86.992,4
spotify:track:4FpeO73o95yo9WjoA7azaV,"Something Wicked This Way Comes","Oedipus Schmoedipus","Barry Adamson,Atticus Ross",1996-07-01,273333,37,false,,1970-01-01T00:00:00Z,"acid jazz","Mute",0.689,0.464,10,-12.164,1,0.0371,0.0000169,0.937,0.131,0.422,99.568,4
spotify:track:6tDDoYIxWvMLTdKpjFkc1B,"telepatía","Sin Miedo (del Amor y Otros Demonios) ∞","Kali Uchis",2020-12-04,160191,86,false,,1970-01-01T00:00:00Z,"","EMI / Interscope",0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97,4
spotify:track:5ydeCNaWDmFbu4zl0roPAH,"Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor]","Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor]","Spiller,Sophie Ellis-Bextor",2000-08-14,227619,10,false,,1970-01-01T00:00:00Z,"disco house","Defected Records",0.719,0.806,9,-6.802,0,0.0389,0.000132,0.0889,0.361,0.626,123.037,4
spotify:track:6Ng3vc6JF9jlc2f9yTQXA1,"The Doll","The Doll","audiobooks",2021-05-24,234669,16,false,,1970-01-01T00:00:00Z,"","Heavenly Recordings",0.613,0.776,2,-9.387,1,0.0518,0.000675,0.0937,0.115,0.0893,125.024,4
spotify:track:2ygEZc7lGFvKP2uywqZAOL,"Valleys","Working Men's Club","Working Men's Club",2020-10-02,390040,32,false,,1970-01-01T00:00:00Z,"post-punk","Heavenly Recordings",0.558,0.903,6,-7.253,0,0.0495,0.00000696,0.664,0.0944,0.406,119.994,4
spotify:track:2nDLZMuPMvHzNtUY2e7nV3,"la luna enamorada","Sin Miedo (del Amor y Otros Demonios) ∞","Kali Uchis",2020-12-04,110526,58,false,,1970-01-01T00:00:00Z,"","EMI / Interscope",0.529,0.239,6,-14.054,0,0.0248,0.873,0.00896,0.098,0.442,75.293,4
spotify:track:1CCKf8yGsKuVz5cgRwgShM,"Nouvelle-Orléans","Paradigmes","La Femme",2021-04-02,233706,48,false,,1970-01-01T00:00:00Z,"french indie pop,french pop,french house","Disque Pointu",0.636,0.905,8,-6.28,1,0.0497,0.243,0.0000304,0.376,0.484,111.109,4
spotify:track:6KzkqZqhUBEsWYJJa2aBOd,"The Weekend - Radio Edit","Analog Is On","Michael Gray",2007-06-01,192173,72,false,,1970-01-01T00:00:00Z,"disco house,funky house","Altra Moda Music",0.686,0.832,4,-5.673,0,0.0725,0.000321,0.127,0.583,0.884,127.023,4
spotify:track:08oufzbacifu4V5zQcoNMG,"Searching For Someone - Edit","Searching For Someone","Eli Brown",2019-07-12,204091,0,false,,1970-01-01T00:00:00Z,"techno,tech house","Repopulate Mars",0.691,0.984,1,-4.828,1,0.061,0.000924,0.513,0.596,0.756,126.979,4
spotify:track:5XZgARVFrnVsMThGk0CFTl,"Disco Hearts","Disco Hearts","Illyus Barrientos ,Laura Davie",2021-01-08,181500,30,false,,1970-01-01T00:00:00Z,"tech house,disco house,funky house","Toolroom",0.738,0.929,0,-4.067,1,0.0488,0.124,0.002,0.321,0.797,127.009,4
spotify:track:0Ui4S8sgBCXv4Ao1HhTTun,"//aguardiente y limón %ᵕ‿‿ᵕ%","Sin Miedo (del Amor y Otros Demonios) ∞","Kali Uchis",2020-12-04,161539,59,false,,1970-01-01T00:00:00Z,"","EMI / Interscope",0.785,0.477,7,-8.755,1,0.0633,0.315,0.00133,0.141,0.572,121,4
spotify:track:7DOgJIDxCOsPYHXQZIuseF,"Don't Go - Original Mix","Don't Go","Awesome 3",2005-01-24,311680,0,false,,1970-01-01T00:00:00Z,"acid house,breakbeat","XL Recordings",0.714,0.979,10,-4.993,0,0.0478,0.0639,0.807,0.045,0.963,132.94,4
spotify:track:0vGM6T8mNdcN4dD2ZIVtGU,"For The People - Illyus & Barrientos Remix","For The People (Illyus & Barrientos Remix)","Robosonic,EPMD,Illyus Barrientos ",2019-11-01,230405,4,false,,1970-01-01T00:00:00Z,"tech house,old school hip hop,east coast hip hop,hip hop,disco house,funky house","Armada Subjekt",0.848,0.875,0,-6.839,1,0.0513,0.00552,0.16,0.099,0.726,125,4
spotify:track:6UIIQ77efJTqp4p4fi3Wo7,"Paradigme","Paradigmes","La Femme",2021-04-02,216293,48,false,,1970-01-01T00:00:00Z,"french indie pop,french pop,french house","Disque Pointu",0.599,0.842,0,-5.894,1,0.0388,0.0377,0.0000227,0.142,0.532,104.992,4
spotify:track:5He5VhTzVUdg99KrvJe1B0,"Time Doesn't Exist","Time Doesn't Exist","Juliet Fox",2020-12-11,363870,0,false,,1970-01-01T00:00:00Z,"techno,acid techno,hard techno","Tregambe",0.664,0.739,8,-11.111,1,0.0613,0.000314,0.886,0.11,0.59,132.994,4
spotify:track:4e5lEqydMatcEio6ef9Dpf,"Phenomenal","Southpaw (Music From And Inspired By The Motion Picture)","Eminem",2015-07-24,282546,57,true,,1970-01-01T00:00:00Z,"rap,hip hop","Shady Records",0.64,0.84,1,-2.426,0,0.0443,0.152,0,0.0457,0.0475,121.066,4
spotify:track:2I9t0e3gLAKOi5syoHxP46,"fue mejor","Sin Miedo (del Amor y Otros Demonios) ∞","Kali Uchis,PARTYNEXTDOOR",2020-12-04,228602,62,false,,1970-01-01T00:00:00Z,"dark r&b,r&b,trap soul","EMI / Interscope",0.684,0.35,7,-9.399,0,0.0495,0.607,0,0.426,0.263,103.951,4
spotify:track:3HHjh2PfayANYTxbrFOaM0,"Shake Me","Shake Me","Alex Preston,Tom & Collins",2021-05-21,211111,25,false,,1970-01-01T00:00:00Z,"disco house,funky house,nu disco,latin house,techengue,tribal house,tech house","Basement Sound",0.758,0.929,0,-5.892,0,0.0447,0.00256,0.605,0.0481,0.554,124.999,4
spotify:track:2928qiEI0bsd35GURwJ6Yp,"Beat Dis","Pure... 80's Dance Party","Bomb The Bass",2011-06-06,202346,19,false,,1970-01-01T00:00:00Z,"trip hop,acid house,hip house,big beat","Sony Music Entertainment",0.731,0.903,7,-6.353,1,0.0509,0.0517,0.624,0.0864,0.486,113.842,4
spotify:track:1OfFIpsX3mvbNN73JI7261,"Valse-Scherzo in A Major Op. 7 TH 129","Tchaikovsky: The Complete Solo Piano Works","Pyotr Ilyich Tchaikovsky,Valentina Lisitsa",2019-03-15,300490,6,false,,1970-01-01T00:00:00Z,"classical,orchestra,classical piano,minimalism","Decca Music Group Ltd.",0.367,0.071,9,-27.52,0,0.048,0.993,0.905,0.0816,0.0619,126.232,4
spotify:track:1xP2jdihnPfoqPNVHHhKnm,"quiero sentirme bien","Sin Miedo (del Amor y Otros Demonios) ∞","Kali Uchis",2020-12-04,222383,65,true,,1970-01-01T00:00:00Z,"","EMI / Interscope",0.779,0.38,0,-9.753,1,0.0361,0.43,0.00307,0.368,0.684,130.016,4
spotify:track:5wzGHgamBPcqrWwuhGDfam,"Ecstasy","Ecstasy","Disclosure",2020-02-28,303706,28,false,,1970-01-01T00:00:00Z,"house","Universal-Island Records Ltd.",0.75,0.896,10,-8.577,1,0.0623,0.0111,0.637,0.28,0.515,124.991,4
spotify:track:5HFPK8mcO6BGPZNeZPZI5L,"Fire (with Elderbrook)","Fire (with Elderbrook)","Ytram,Elderbrook,Martin Garrix",2020-09-04,163968,52,false,,1970-01-01T00:00:00Z,"edm,electronica,progressive house","Epic Amsterdam",0.584,0.865,8,-5.951,1,0.0321,0.00112,0.433,0.122,0.0743,126.003,4
spotify:track:5F5eNklXhEZwTtwRRE88nP,"If We Don’t Make It (Rōnin Edit)","If We Don't Make It","UNKLE",2021-03-17,254786,0,false,,1970-01-01T00:00:00Z,"trip hop,downtempo","Spinnup",0.569,0.906,10,-5.628,0,0.0416,0.00306,0.206,0.0876,0.502,92.018,4
spotify:track:2qS9IaT9KBShx2xn1CqYMC,"que te pedí//","Sin Miedo (del Amor y Otros Demonios) ∞","Kali Uchis",2020-12-04,104273,53,false,,1970-01-01T00:00:00Z,"","EMI / Interscope",0.347,0.34,9,-10.923,0,0.0428,0.902,0.384,0.316,0.27,143.442,4
spotify:track:43eCQCiE4R6d9WEgidoKAI,"Fight The Power: Remix 2020 (feat. Nas Rapsody Black Thought Jahi YG and Questlove)","What You Gonna Do When The Grid Goes Down?","Public Enemy,Nas,Rapsody,Black Thought,Jahi,YG,?uestlove",2020-09-25,297333,25,true,,1970-01-01T00:00:00Z,"old school hip hop,east coast hip hop,hip hop,hardcore hip hop","Public Enemy PS/ Def Jam",0.716,0.96,11,-2.667,0,0.288,0.0822,0,0.948,0.693,103.396,4
spotify:track:28rFqLIV8tXfyR9rzPoCLI,"Just Came For The Music","Just Came For The Music","Billy Kenny",2019-03-15,250645,0,false,,1970-01-01T00:00:00Z,"bass house,tech house,g-house","Ultra Records",0.808,0.933,9,-7.726,1,0.0413,0.000732,0.804,0.36,0.8,124.004,4
spotify:track:41IjdT8XaOlfGUw81ksWrP,"Supersonic","Supersonic","Illyus Barrientos ",2021-05-07,159072,0,false,,1970-01-01T00:00:00Z,"tech house,disco house,funky house","Ultra Records",0.751,0.738,5,-7.321,0,0.0366,0.0317,0.00554,0.268,0.585,123.981,4
spotify:track:5OJkXdRgQPGrbl6aGnGH1G,"vaya con dios","Sin Miedo (del Amor y Otros Demonios) ∞","Kali Uchis",2020-12-04,175539,56,false,,1970-01-01T00:00:00Z,"","EMI / Interscope",0.388,0.594,7,-8.014,1,0.0317,0.0118,0.000143,0.326,0.277,69.367,4
spotify:track:2alCkmpVrLDrIKcYSmuHbE,"It's A Lot","It's A Lot","Goom Gum",2019-11-22,196346,33,false,,1970-01-01T00:00:00Z,"melodic techno,melodic house,indie dance,techno,progressive house","Columbia/B1 Recordings",0.732,0.807,0,-5.279,1,0.0566,0.000258,0.524,0.174,0.154,120.006,4
spotify:track:6lJodE9XZp3rbYRNXNZ7Ar,"Tivoli's Groove","Tivoli's Groove","Darius Syrossian",2020-06-05,230645,0,false,,1970-01-01T00:00:00Z,"tech house,house,disco house","DFTD",0.795,0.827,6,-8.271,1,0.0386,0.0000193,0.887,0.0414,0.749,127.99,4
spotify:track:4tjiMso6FJp1FTlZKOaqqX,"Need","Need","Danny Howard,Illyus Barrientos ,Alex Mills",2019-10-04,191612,25,false,,1970-01-01T00:00:00Z,"tech house,disco house,funky house","Toolroom Records",0.621,0.934,11,-5.062,0,0.0397,0.0191,0.69,0.372,0.557,124.01,4
spotify:track:2h0qbADtPAuVfrvWpzCL7D,"Old Timer","International Sonora","Sussie 4",2009-01-01,381570,26,false,,1970-01-01T00:00:00Z,"mexican indie,latin alternative","EMI Mexico",0.726,0.833,9,-6.769,0,0.039,0.00638,0.841,0.0838,0.533,127.981,4
spotify:track:0StuRJEx1qinjr2TWOU2DJ,"Souvenir de Hapsal Op. 2 TH 125: 3. Chant sans paroles","Tchaikovsky: The Complete Solo Piano Works","Pyotr Ilyich Tchaikovsky,Valentina Lisitsa",2019-03-15,174084,37,false,,1970-01-01T00:00:00Z,"classical,orchestra,classical piano,minimalism","Decca Music Group Ltd.",0.359,0.0259,5,-28.038,1,0.0421,0.993,0.956,0.0891,0.165,99.719,3
spotify:track:7j5CQFzggwczmcYZ9n7654,"Brown Sugar","Cinematique","Akasha",2006-12-31,365933,34,false,,1970-01-01T00:00:00Z,"trip hop,downtempo","Wall of Sound",0.665,0.439,5,-10.834,1,0.0385,0.134,0.455,0.121,0.277,93.962,4
spotify:track:0nB4eK0gt35KiqxDteR8pi,"John Cooper Clarke","Working Men's Club","Working Men's Club",2020-10-02,327306,33,false,,1970-01-01T00:00:00Z,"post-punk","Heavenly Recordings",0.649,0.874,7,-6.583,1,0.0445,0.0203,0.599,0.18,0.877,120.021,4
spotify:track:1LdDlWx3bV4NMThh4FB2dY,"Buzzin'","Rafi's Revenge","Asian Dub Foundation",1998-01-01,269440,32,false,,1970-01-01T00:00:00Z,"dub,big beat","London Music Stream",0.557,0.92,7,-6.59,1,0.0675,0.000551,0.00000124,0.341,0.539,169.544,4
spotify:track:1fpji19faOMgQeitY3cTWo,"Un jour ou l'autre","Un Deux Trois bonus","Juniore",2020-12-11,223866,23,false,,1970-01-01T00:00:00Z,"french indie pop,french pop","Le Phonographe",0.497,0.91,1,-5.729,1,0.0594,0.0172,0.246,0.301,0.803,159.946,4
spotify:track:7gfhJ23GFn4Wa5xrtGhqPq,"Welcome (Back)","Refried Treats","Land of the Loops",1997-03-25,218373,41,false,,1970-01-01T00:00:00Z,"","Up Records",0.568,0.383,0,-9.265,1,0.0333,0.13,0.741,0.108,0.0377,99.908,4
spotify:track:57Kt9XGavds1tjhb7qYgIu,"Mass In C Op. 86: 2. Gloria","The Gundula Janowitz Edition","Ludwig van Beethoven,Gundula Janowitz,Julia Hamari,Horst Laubenthal,Ernst Gerold Schramm,Münchener Bach-Orchester,Karl Richter,Elmar Schloter,Münchener Bach-Chor",2017-06-02,632973,0,false,,1970-01-01T00:00:00Z,"classical,classical piano,chamber music,opera,requiem,choral","Deutsche Grammophon (DG)",0.257,0.167,0,-18.556,1,0.0393,0.964,0.0139,0.0894,0.0398,111.846,4
spotify:track:4FRIzdqggkqfb8nYdRQxro,"Public Enemy Number Won [feat. Mike D Ad-Rock and Run DMC]","What You Gonna Do When The Grid Goes Down?","Public Enemy,Mike D,Ad-Rock,Run–D.M.C.",2020-09-25,325533,30,true,,1970-01-01T00:00:00Z,"old school hip hop,east coast hip hop,hip hop,hardcore hip hop","Public Enemy PS/ Def Jam",0.557,0.884,7,-4.307,1,0.404,0.278,0,0.222,0.741,101.919,4
spotify:track:2KedEevWxogbI299lewB0T,"Objectif","Objectif","twoloud,Mojjjo,Mind'CD",2015-07-20,287851,14,false,,1970-01-01T00:00:00Z,"big room,bass house,future house,electro house","SIZE Records",0.573,0.919,3,-4.134,0,0.0463,0.0162,0.944,0.105,0.569,127.947,4
spotify:track:34ctUhbXQMbUpS2R188z7I,"Are You Talking to Me???","Headache Music","Torpedo Boyz,Returner",2005-10-17,282013,14,false,,1970-01-01T00:00:00Z,"big beat","Lounge Records",0.836,0.862,4,-5.861,0,0.0446,0.0551,0.000835,0.131,0.914,127.001,4
spotify:track:167WRlFW9Hd4c5WtsdNCPV,"Maskarade FS 39: Overture","Grieg: Peer Gynt Suites Nos. 1 & 2 / Nielsen: Aladdin Suite; Maskarade Overture","Carl Nielsen,San Francisco Symphony,Herbert Blomstedt",1991-04-24,258493,0,false,,1970-01-01T00:00:00Z,"orchestra,classical,minimalism","Decca Music Group Ltd.",0.322,0.254,2,-17.317,1,0.0428,0.93,0.777,0.0891,0.457,102.02,4
spotify:track:2LaJ4hyf9DHiq7FeHmTSw7,"Shut 'Em Up","The Day Is My Enemy (Expanded Edition)","Manfred Mann,Public Enemy,The Prodigy",2015-11-10,260000,0,false,,1970-01-01T00:00:00Z,"old school hip hop,east coast hip hop,hip hop,hardcore hip hop,big beat,breakbeat,hardcore techno","Take Me To The Hospital",0.571,0.937,6,-2.995,1,0.0476,0.00253,0.00000413,0.539,0.319,199.942,4
spotify:track:6bEPTiTo3vCqtSK8MZUWel,"Still Beating","Still Beating","Illyus Barrientos ",2019-10-25,215280,4,false,,1970-01-01T00:00:00Z,"tech house,disco house,funky house","elrow Music",0.637,0.812,9,-7.621,1,0.038,0.00155,0.594,0.0533,0.375,124.994,4
spotify:track:4oezx4rQJnIBpKurukB2gN,"Moan - Trentemøller Remix - Radio Edit","Moan","trentemøller",2004,212713,0,false,,1970-01-01T00:00:00Z,"minimal techno,electronica","Poker Flat Recordings",0.706,0.624,1,-10.905,1,0.106,0.0893,0.508,0.11,0.423,120.032,4
spotify:track:4AuYIbNIESLMG3h5gTLXho,"Maldito","Saga Mama","Jessy Bulbo",2006-02-15,175080,0,true,,1970-01-01T00:00:00Z,"mexican indie,mexican rock,latin alternative,rock en español","Jessy Bulbo",0.337,0.961,4,-3.778,0,0.136,0.000254,0.458,0.296,0.558,167.852,4
spotify:track:4x4ja0ulDFFtfjB1ygExa2,"Schatze","Schatze b/w Failure","Ohtis,Stef Chura",2021-02-26,196644,36,true,,1970-01-01T00:00:00Z,"","Saddle Creek",0.636,0.87,5,-8.273,1,0.0601,0.0342,0.032,0.104,0.316,137.966,4
spotify:track:7lm2mLylLoEjPiqGgcnhSY,"de nadie","Sin Miedo (del Amor y Otros Demonios) ∞","Kali Uchis",2020-12-04,179902,57,false,,1970-01-01T00:00:00Z,"","EMI / Interscope",0.644,0.492,7,-9.623,1,0.25,0.0747,0.000377,0.121,0.213,139.855,3
spotify:track:29MOOOmMRPeWyPwKQFoF5t,"I Feel Love","I Feel Love","Sam Smith",2019-11-01,254453,65,false,,1970-01-01T00:00:00Z,"soft pop","PLG - Capitol",0.719,0.707,0,-7.418,1,0.0417,0.00643,0.201,0.064,0.259,126.015,4
spotify:track:40uL14GDvPA3uGV2UnLtzR,"Tiff","Tiff","POLIÇA",2013-04-16,267245,3,false,,1970-01-01T00:00:00Z,"","Pod",0.607,0.559,7,-6.681,1,0.0299,0.0625,0,0.189,0.385,117.926,4
spotify:track:273mQVagZbcrzlE8OdUKS6,"So Serious","So Serious","Illyus Barrientos ",2018-01-12,175731,30,false,,1970-01-01T00:00:00Z,"tech house,disco house,funky house","Toolroom",0.725,0.974,0,-5.365,0,0.0638,0.0025,0.173,0.13,0.597,122.99,4
spotify:track:6vOQUrwsokMFDQLbgRDhV8,"no eres tu(soy yo)","Sin Miedo (del Amor y Otros Demonios) ∞","Kali Uchis",2020-12-04,121145,60,false,,1970-01-01T00:00:00Z,"","EMI / Interscope",0.831,0.474,5,-7.987,1,0.0792,0.0181,0.00271,0.0989,0.35,149.003,4
spotify:track:23prqFjusIsRaxAtGB5Mbb,"2 Pieces Op. 1: 1. Scherzo à la russe TH 124","Tchaikovsky: The Complete Solo Piano Works","Pyotr Ilyich Tchaikovsky,Valentina Lisitsa",2019-03-15,327355,11,false,,1970-01-01T00:00:00Z,"classical,orchestra,classical piano,minimalism","Decca Music Group Ltd.",0.344,0.217,10,-21.158,1,0.0325,0.98,0.9,0.228,0.135,108.04,4
spotify:track:4bCy7PQNxHIQ6E5vspcMfF,"Drive That Fast","Strange Free World","Kitchens Of Distinction",1991-02-19,336373,0,false,,1970-01-01T00:00:00Z,"shoegaze,dream pop,jangle pop","One Little Independent Records",0.301,0.752,4,-11.134,0,0.049,0.0061,0.358,0.216,0.53,126.226,4
spotify:track:3MlG2c9fZWbJVB6vI2izmy,"Going In","Going in / Shadows","Sam Interface",2021-04-01,233500,0,false,,1970-01-01T00:00:00Z,"uk funky,breakbeat","Future Bounce",0.571,0.95,11,-7.388,0,0.0687,0.000232,0.654,0.211,0.371,161.02,4
spotify:track:05ufCucv6Z1oLMWeS8XapR,"¡aquí yo mando!","Sin Miedo (del Amor y Otros Demonios) ∞","Kali Uchis,Rico Nasty",2020-12-04,141954,55,true,,1970-01-01T00:00:00Z,"","EMI / Interscope",0.723,0.615,11,-7.949,1,0.0524,0.0323,0.00000884,0.112,0.449,157.087,4
spotify:track:3QzRsHj6ziJOfKuRnMzuCT,"This Is the Hit","This Is the Hit","Lynks,Charlie Steen",2021-04-09,204000,0,true,,1970-01-01T00:00:00Z,"ballroom vogue","LynksCorp",0.793,0.586,2,-4.57,1,0.278,0.0183,0.0000889,0.0475,0.559,120.024,4
spotify:track:223Aw7RpWKcmhgGJ2mYoAt,"Remote Control","Red Album","Sussie 4",2006-01-01,311493,47,false,,1970-01-01T00:00:00Z,"mexican indie,latin alternative","EMI México",0.646,0.861,6,-5.078,0,0.0285,0.00234,0.0107,0.135,0.127,129.02,4
spotify:track:1Ga3TcIImDwJCRpqpHR4Md,"Saul","De Película","The Limiñanas,Laurent Garnier",2021-09-10,338000,37,false,,1970-01-01T00:00:00Z,"space rock,french pop,french house,acid house,techno","Berreto Music / Laurent Garnier",0.646,0.744,1,-9.278,0,0.0292,0.00239,0.822,0.639,0.761,119.995,4
spotify:track:7rU9Lk1rF17EeQnr4clnm6,"Empire","Clear","Bomb The Bass,Sinéad O'Connor,Benjamin Zephaniah",1995-01-01,351693,43,false,,1970-01-01T00:00:00Z,"trip hop,acid house,hip house,big beat,spoken word,dub","UMC (Universal Music Catalogue)",0.712,0.638,3,-12.128,0,0.0289,0.0318,0.00112,0.118,0.856,144.251,4
spotify:track:3jYUi9tx9tpungkTkXvr0W,"Valse-Caprice Op. 4 TH 126","Tchaikovsky: The Complete Solo Piano Works","Pyotr Ilyich Tchaikovsky,Valentina Lisitsa",2019-03-15,809639,27,false,,1970-01-01T00:00:00Z,"classical,orchestra,classical piano,minimalism","Decca Music Group Ltd.",0.209,0.024,2,-25.477,1,0.0425,0.988,0.902,0.077,0.0396,75.446,3
spotify:track:4eojJtt90QarVg05sO5yyg,"Mass In C Op. 86: 3. Credo","The Gundula Janowitz Edition","Ludwig van Beethoven,Gundula Janowitz,Julia Hamari,Horst Laubenthal,Ernst Gerold Schramm,Münchener Bach-Orchester,Karl Richter,Elmar Schloter,Münchener Bach-Chor",2017-06-02,661666,0,false,,1970-01-01T00:00:00Z,"classical,classical piano,chamber music,opera,requiem,choral","Deutsche Grammophon (DG)",0.178,0.155,0,-18.494,1,0.0413,0.956,0.0485,0.0793,0.0839,81.104,4
spotify:track:5ia3scEzyo3PIHYZWy4l7i,"Call Me","Virgo Rising","Sixth June",2017,334000,25,false,,1970-01-01T00:00:00Z,"cold wave,darkwave,post-punk,gothic rock,deathrock,synthpop,ebm","Ammonite Records",0.601,0.658,6,-9.084,0,0.0299,0.00814,0.735,0.0666,0.205,119.983,4
spotify:track:5f2zoyMSvYvBHMdU06fgzx,"Recreate - Slam Rework","Archive Edits LP","Slam,Hertz",2019-11-29,356016,17,false,,1970-01-01T00:00:00Z,"acid techno,techno,acid house,hard techno,minimal techno","Soma Records",0.654,0.95,11,-7.718,0,0.0449,0.00000471,0.914,0.0406,0.167,137.999,4
