Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5yaGDSfEvvmmLl4yJBIRa6,"Careless","Careless","Dusky",2013-09-30,391685,1,false,,2020-11-27T11:24:45Z,"deep house,house","Aus Music",0.77,0.895,7,-8.102,0,0.0488,0.000195,0.897,0.0455,0.68,120.986,4
spotify:track:0zyqqVsLp9ivIwoQUM11KB,"David","Attention","GusGus",2002-10-14,271360,38,false,,2020-11-27T11:24:45Z,"trip hop,electronica","Process Recordings",0.672,0.877,10,-5.233,0,0.0419,0.0123,0.321,0.0965,0.888,124.989,4
spotify:track:44eik7ylWSHbWPxTUALEH1,"Laura Palmer","Blue Field","The Luxembourg Signal",2017-10-13,353755,9,false,,2020-11-27T11:24:45Z,"jangle pop,dream pop,shoegaze","Shelflife",0.471,0.787,3,-7.238,1,0.0389,0.000137,0.00000805,0.529,0.586,127.989,4
spotify:track:31LoccJiEwfzHm72hDHLj0,"Love For Sale - Rudy Van Gelder Edition / Remastered 1999","Go! (The Rudy Van Gelder Edition)","Dexter Gordon",1962,457560,38,false,,2020-11-27T11:24:45Z,"hard bop,jazz,bebop,cool jazz","Blue Note Records",0.568,0.687,5,-6.442,0,0.0345,0.395,0,0.0387,0.778,107.728,4
spotify:track:0P2Dxoy0mdzM9NlFQoLZbc,"Hollywood (feat. Snoop Dogg & Jamie Principle)","The Now Now","Gorillaz,Snoop Dogg,Jamie Principle",2018-06-29,293493,53,true,,2020-11-27T11:24:45Z,"g-funk,west coast hip hop,gangster rap,hip hop,old school hip hop,rap,chicago house,acid house,hip house","Parlophone UK",0.685,0.631,7,-10.338,1,0.0926,0.0249,0.0000767,0.211,0.72,104.126,4
spotify:track:13BVARm5bWjWM2TLyCHDA3,"The Most","Half Age EP","Weval",2013-03-19,329000,0,false,,2020-11-27T11:24:45Z,"","Atomnation",0.583,0.673,2,-11.457,1,0.0268,0.00846,0.829,0.303,0.19,111.983,4
spotify:track:1JcE5Bg9He6j9RtpRP9rb6,"Pop a Cap in Yo' Ass - Dub Mix","Buzzin' Fly Vol 2 EP","Ben Watt,Estelle",2005-04-25,387160,3,false,,2020-11-27T11:24:45Z,"","Buzzin' Fly",0.781,0.656,9,-7.966,0,0.0417,0.0000806,0.899,0.0467,0.583,126.006,4
spotify:track:367kqaJ8aCvK2wUCEE7oGb,"Cheese Cake - Rudy Van Gelder Edition / Remastered 1999","Go! (The Rudy Van Gelder Edition)","Dexter Gordon",1962,393746,39,false,,2020-11-27T11:24:45Z,"hard bop,jazz,bebop,cool jazz","Blue Note Records",0.523,0.681,5,-6.093,0,0.0364,0.535,0,0.122,0.814,111.231,4
spotify:track:6WxkY3VMWE20Hj0be9bNvI,"Juke Box Baby","ZEtrospective 1: Dancing in the Face of Adversity","Alan Vega",2007-01-01,285533,33,false,,2020-11-27T11:24:45Z,"proto-punk,post-punk","Ze Records",0.567,0.726,9,-9.362,1,0.0828,0.00253,0.00379,0.0579,0.298,195.508,4
spotify:track:3RlyYsGk53VGPU0jEX20wX,"Aladdin Op. 34 - Concert Suite: 7. Negro Dance","Grieg: Peer Gynt Suites Nos. 1 & 2 / Nielsen: Aladdin Suite; Maskarade Overture","Carl Nielsen,San Francisco Symphony Chorus,San Francisco Symphony,Herbert Blomstedt",1991-04-24,285933,1,false,,2020-11-27T11:24:45Z,"orchestra,choral,minimalism,classical","Decca Music Group Ltd.",0.375,0.289,5,-16.866,0,0.0349,0.806,0.751,0.0756,0.43,130.047,4
spotify:track:2mLEyTf8D7SZD1FxE3jiRm,"Xed Eyes","Congrats","Holy Fuck",2016-05-27,234040,0,false,,2020-11-27T11:24:45Z,"","Innovative Leisure",0.591,0.931,0,-2.42,1,0.0501,0.0504,0.711,0.205,0.533,111.993,4
spotify:track:3GyOPU16lqk4zQgzX3jBF8,"Les vitrines","Play Me Again","Kid Francescoli",2017-03-03,197654,0,false,,2020-11-27T11:24:45Z,"french indie pop","Yotanka Records",0.699,0.618,2,-6.464,0,0.0461,0.005,0.768,0.52,0.393,112.009,4
spotify:track:2l2JonC9Mmrqs5sC7G0SlD,"Only Love Can Break Your Heart","Foxbase Alpha","Saint Etienne",1992-01-10,269240,55,false,,2020-11-27T11:24:45Z,"britpop,madchester,alternative dance","WM Japan",0.587,0.805,7,-9.137,1,0.036,0.0000341,0.391,0.17,0.744,102.401,4
spotify:track:29MOOOmMRPeWyPwKQFoF5t,"I Feel Love","I Feel Love","Sam Smith",2019-11-01,254453,65,false,,2020-11-27T11:24:45Z,"soft pop","PLG - Capitol",0.719,0.707,0,-7.418,1,0.0417,0.00643,0.201,0.064,0.259,126.015,4
spotify:track:2bkbV4FxwOAmgPTJHnCWgg,"Second Balcony Jump - Rudy Van Gelder Edition / Remastered 1999","Go! (The Rudy Van Gelder Edition)","Dexter Gordon",1962,425960,29,false,,2020-11-27T11:24:45Z,"hard bop,jazz,bebop,cool jazz","Blue Note Records",0.503,0.66,0,-6.277,0,0.0318,0.502,0,0.236,0.788,94.792,4
spotify:track:1czEKyiCvZpanaDvOB1cQF,"Aladdin Op. 34 - Concert Suite: 1. Oriental Festive March","Grieg: Peer Gynt Suites Nos. 1 & 2 / Nielsen: Aladdin Suite; Maskarade Overture","Carl Nielsen,San Francisco Symphony,Herbert Blomstedt",1991-04-24,181506,1,false,,2020-11-27T11:24:45Z,"orchestra,classical,minimalism","Decca Music Group Ltd.",0.175,0.41,9,-15.099,0,0.0345,0.592,0.867,0.178,0.261,86.419,4
spotify:track:7di4QTqNCZjX4JUFKhWQsr,"Overpowered","Overpowered","Róisín Murphy",2007-10-01,309173,54,false,,2020-11-27T11:24:45Z,"art pop,electropop","Parlophone UK",0.736,0.827,3,-6.273,0,0.0344,0.091,0.00509,0.315,0.878,117.024,4
spotify:track:173FQi5O8avUWQt2UFk7Zd,"Run Fay Run","Kill Bill Vol. 1 Original Soundtrack (PA Version)","Isaac Hayes",2003-09-23,166786,42,false,,2020-11-27T11:24:45Z,"soul,classic soul","Rhino/Warner Records",0.753,0.908,0,-8.304,0,0.0541,0.0113,0.646,0.0455,0.963,118.618,4
spotify:track:1kZ5KjLRzgcbx8v5zP6Iyt,"Three O'Clock In The Morning - Rudy Van Gelder Edition / Remastered 1999","Go! (The Rudy Van Gelder Edition)","Dexter Gordon",1962,341666,28,false,,2020-11-27T11:24:45Z,"hard bop,jazz,bebop,cool jazz","Blue Note Records",0.508,0.533,5,-6.863,1,0.0312,0.478,0,0.0839,0.812,141.973,4
spotify:track:305tGJy16yTTFe6Ya9nMKJ,"Odessa","Swim","Caribou",2010-04-16,315293,1,false,,2020-11-27T11:24:45Z,"idm","City Slang",0.694,0.896,1,-6.099,1,0.0386,0.00369,0.0915,0.344,0.562,118.03,4
spotify:track:3PGRdlUoWnj8NHmbA5xTYS,"Dangerous","Violator (Deluxe)","Depeche Mode",1990-03-19,261560,52,false,,2020-11-27T11:24:45Z,"new wave,synthpop,darkwave","Venusnote Ltd.",0.675,0.928,1,-4.927,0,0.0438,0.209,0.0167,0.0491,0.7,104.811,4
spotify:track:1Jte640nBiOWyuD7N0odNZ,"In Transit","Yours to Keep","Albert Hammond Jr",2006,212680,46,false,,2020-11-27T11:24:45Z,"indie rock","Trouble Productions",0.468,0.715,4,-3.101,0,0.0558,0.00202,0.733,0.087,0.6,141.01,4
spotify:track:4wj53ItvfETfYRs4zzmiPC,"Isabella of Castile","Starfucker","STRFKR",2008-09-23,271026,45,false,,2020-11-27T11:24:45Z,"","Badman Recording Co",0.488,0.751,10,-6.243,0,0.0343,0.00403,0.69,0.239,0.167,82.991,4
spotify:track:34L2ThvPUNNAMUZ5Ei1F54,"Hard to Beat","Best Of 2004 - 2014","Hard-Fi",2014-01-24,253306,32,false,,2020-11-27T11:24:45Z,"britpop","Rhino",0.56,0.841,10,-4.532,1,0.0664,0.00191,0.00000533,0.182,0.78,125.219,4
spotify:track:5OiS6Qse8ZY9jJ5CTwO9Yx,"Where Are You? - Rudy Van Gelder Edition / Remastered 1999","Go! (The Rudy Van Gelder Edition)","Dexter Gordon",1962,321373,34,false,,2020-11-27T11:24:45Z,"hard bop,jazz,bebop,cool jazz","Blue Note Records",0.484,0.301,7,-7.69,0,0.0323,0.843,0.00481,0.066,0.284,68.554,4
spotify:track:2nbmXP1GTWZO5KvhVV8hZv,"Losing Control","Losing Control","Illyus Barrientos ",2019-11-15,217142,26,false,,2020-11-27T11:24:45Z,"tech house,disco house,funky house","Club Sweat",0.764,0.836,6,-3.729,0,0.0459,0.00167,0.817,0.0604,0.347,125.992,4
spotify:track:0JkF8ad4HwuPBSqCJBR2Nv,"Magic","Ladyhawke (Deluxe Edition)","Ladyhawke",2009-04-10,207106,44,false,,2020-11-27T11:24:45Z,"","Modular",0.616,0.835,9,-3.518,0,0.0403,0.0102,0,0.231,0.575,110.032,4
spotify:track:1jzIJcHCXneHw7ojC6LXiF,"Potato Salad","Potato Salad","Tyler The Creator,A$AP Rocky",2018-09-28,182493,69,true,,2020-11-27T11:24:45Z,"rap","Columbia/RCA",0.538,0.612,2,-6.02,1,0.424,0.308,0,0.213,0.684,168.197,4
spotify:track:4vh6Rn6FVG4w79JmlZ5p7d,"Got To Keep On","No Geography","The Chemical Brothers",2019-04-12,316680,56,false,,2020-11-27T11:24:45Z,"big beat,alternative dance,electronic,breakbeat","EMI",0.721,0.867,6,-6.209,0,0.0528,0.048,0.125,0.0828,0.917,125.005,4
spotify:track:1rW2nkUbmKD2MC22YrU8cX,"Whoa (feat. Tyler The Creator)","Doris","Earl Sweatshirt,Tyler The Creator",2013-08-16,196426,55,true,,2020-11-27T11:24:45Z,"experimental hip hop,alternative hip hop","Tan Cressida/Columbia",0.541,0.748,2,-6.321,1,0.31,0.00141,0.0000031,0.322,0.351,79.616,4
spotify:track:6WSKlwB3yH7gwrxbpVhn88,"La Serenissima - Theme from Venice in Peril","Buddha-Bar Classical Chillharmonic","Freemasons",2011,383360,0,false,,2020-11-27T11:24:45Z,"funky house,disco house","George V Records",0.695,0.828,2,-5.299,0,0.0561,0.00821,0.819,0.126,0.915,118.004,4
spotify:track:57q6BgYP4gN6hPQViCB3um,"Distorted Records","TESTING","A$AP Rocky",2018-05-25,140133,55,true,,2020-11-27T11:24:45Z,"rap","A$AP Worldwide/Polo Grounds Music/RCA Records",0.655,0.869,1,-4.342,0,0.212,0.141,0.0000232,0.312,0.0818,135.809,4
spotify:track:3izKffzHXSwXdhtJ9DasZU,"Nothing Can Stop Us","Foxbase Alpha","Saint Etienne",1992-01-10,261000,47,false,,2020-11-27T11:24:45Z,"britpop,madchester,alternative dance","WM Japan",0.703,0.735,8,-9.785,1,0.0321,0.0114,0.0000893,0.93,0.94,115.301,4
spotify:track:6ghWd16INilJGcWGc1hdlT,"Wanted More From '84","Fine Lines","Sweatson Klank",2018-05-25,217500,0,false,,2020-11-27T11:24:45Z,"lo-fi beats,lo-fi house,jazz beats","Friends Of Friends",0.643,0.53,8,-7.7,1,0.0314,0.0153,0.597,0.0897,0.0983,117.008,4
spotify:track:4kSBLGwKF45Hm8uzX6RFEb,"It Don't Move Me","Living Thing (Bonus Version)","Peter Bjorn and John",2009-01-01,201960,34,false,,2020-11-27T11:24:45Z,"indie","Universal Music AB",0.841,0.646,9,-5.867,0,0.0879,0.00677,0.00216,0.148,0.628,134.356,4
spotify:track:3mWi4QAqeGyvrirJ6fUgPJ,"Farewell","Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack)","John Williams",2019-12-18,314493,32,false,,2020-11-27T11:24:45Z,"soundtrack","Walt Disney Records",0.137,0.102,2,-17.984,0,0.0389,0.922,0.864,0.0978,0.0369,82.41,4
spotify:track:2VGDntFPvgvqSiUf9ITEfW,"Someone Great","Sound of Silver","LCD Soundsystem",2007-03-12,390013,61,false,,2020-11-27T11:24:45Z,"alternative dance,new rave","Parlophone UK",0.722,0.894,7,-5.903,1,0.0325,0.0418,0.00374,0.11,0.396,113.003,4
spotify:track:1tnhrn0zNTQGbo77wNwy44,"8 Ball","1992 - 2012","Underworld",2014-01-01,538080,54,false,,2020-11-27T11:24:45Z,"big beat,electronica","Smith Hyde Productions",0.685,0.464,5,-15.19,1,0.044,0.602,0.823,0.11,0.219,99.998,4
spotify:track:1NcSixtkG20Ip6rjQYbcbu,"U.N.I.T.Y.","Women Of Hip Hop","Queen Latifah",2018-08-31,252407,0,false,,2020-11-27T11:24:45Z,"musicals,east coast hip hop","UME - Global Clearing House",0.671,0.745,4,-4.095,0,0.343,0.00592,0,0.288,0.503,94.261,4
spotify:track:5mwobK7yPtQQgrywkyvTLu,"The Rise of Skywalker","Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack)","John Williams",2019-12-18,258373,41,false,,2020-11-27T11:24:45Z,"soundtrack","Walt Disney Records",0.17,0.152,6,-17.539,1,0.0364,0.927,0.901,0.0854,0.038,82.245,4
spotify:track:3r3lyrgD9GQcVXQjarMpJe,"Presencia","Disco Estimulante","Hello Seahorse!",2020-01-10,211204,0,false,,2020-11-27T11:24:45Z,"mexican indie,latin indie,mexican rock,latin alternative,rock en español","Hello Seahorse!",0.634,0.509,6,-8.848,0,0.0255,0.446,0.0503,0.104,0.376,95.016,4
spotify:track:0WWBeDKdXmGbZD1XVOVqot,"I <3 U SO","The Rawkers (I <3 U SO Edition)","Cassius",2011-06-13,222407,57,false,,2020-11-27T11:24:45Z,"french house,disco house","Cassius Records",0.126,0.798,9,-5.62,0,0.0424,0.00793,0.237,0.221,0.136,188.718,3
spotify:track:5wzGHgamBPcqrWwuhGDfam,"Ecstasy","Ecstasy","Disclosure",2020-02-28,303706,28,false,,2020-11-27T11:24:45Z,"house","Universal-Island Records Ltd.",0.75,0.896,10,-8.577,1,0.0623,0.0111,0.637,0.28,0.515,124.991,4
spotify:track:7AHV9RgQj5UxHMryDjffci,"Fleeing from Kijimi","Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack)","John Williams",2019-12-18,171933,23,false,,2020-11-27T11:24:45Z,"soundtrack","Walt Disney Records",0.205,0.188,8,-18.132,1,0.0405,0.913,0.919,0.286,0.0398,143.872,5
spotify:track:2ROln0pQDMa62exE51dSwA,"You Make Me Feel So Good","Booming Back At You","Junkie XL",2008-03-11,277093,0,true,,2020-11-27T11:24:45Z,"big beat,soundtrack","Nettwerk Records",0.759,0.686,7,-3.713,0,0.0629,0.0112,0.238,0.0409,0.695,119.954,4
spotify:track:0IVAlb0cFCH1cQ974iR1TU,"Ms. Fat Booty","Black On Both Sides","Mos Def",1999-10-12,223546,70,true,,2020-11-27T11:24:45Z,"east coast hip hop,old school hip hop,hip hop","Rawkus Entertainment",0.782,0.589,1,-4.827,1,0.189,0.148,0,0.164,0.869,90.438,4
spotify:track:09SZdy7j7lasI8mMRji90a,"Boyfriend (Repeat) - Moonlandingz De-Mix","Boyfriend (Repeat) - Moonlandingz De-Mix","Confidence Man",2017-08-30,227999,4,false,,2020-11-27T11:24:45Z,"","Amplifire Music",0.835,0.702,5,-9.791,0,0.0487,0.122,0.00905,0.32,0.77,120.024,4
spotify:track:0DWvP0ZwONh08dkcJTdLk2,"Destiny of a Jedi","Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack)","John Williams",2019-12-18,312213,32,false,,2020-11-27T11:24:45Z,"soundtrack","Walt Disney Records",0.0928,0.048,11,-22.645,1,0.0399,0.957,0.927,0.109,0.0365,77.469,4
spotify:track:5JtTSaH8W6UVqViPgpcqTq,"Rachel's Song","Blade Runner (Music From The Original Soundtrack)","Vangelis",1994-06-06,288000,55,false,,2020-11-27T11:24:45Z,"new age","EastWest U.K.",0.377,0.238,2,-19.388,0,0.0305,0.712,0.922,0.117,0.0722,58.722,4
spotify:track:6XJGpirOP4Bgurcvkdanxb,"American Beauty","American Beauty (Original Motion Picture Score)","Thomas Newman",2000-01-11,186066,62,false,,2020-11-27T11:24:45Z,"soundtrack","Geffen",0.206,0.00664,7,-31.964,0,0.0366,0.98,0.958,0.0883,0.052,77.018,4
spotify:track:15CfptpFnwDrhkWt8JPyfN,"Promise","Promise","Illyus Barrientos ",2020-01-10,158500,29,false,,2020-11-27T11:24:45Z,"tech house,disco house,funky house","Toolroom Records",0.642,0.904,1,-5.127,0,0.0501,0.000449,0.818,0.0141,0.69,123.987,4
spotify:track:2i7sBPlQDuSroJu2ZVsSZt,"The Old Death Star","Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack)","John Williams",2019-12-18,196893,29,false,,2020-11-27T11:24:45Z,"soundtrack","Walt Disney Records",0.17,0.0894,10,-17.547,0,0.0357,0.781,0.911,0.0847,0.0468,106.673,4
spotify:track:3xIG6Jdl7NHqyBc7YpXl6g,"Black Baby (DJ-KiCKS)","DJ-Kicks","Kruder & Dorfmeister",1996-08-19,380786,0,false,,2020-11-27T11:24:45Z,"trip hop,downtempo,nu jazz,acid jazz","!K7 Records",0.585,0.545,6,-14.796,0,0.0931,0.12,0.856,0.353,0.652,167.858,4
spotify:track:52QqxUwMHSmeDZlZBABefY,"Black Steel","Maxinquaye","Tricky,Martina Topley-Bird",1995-01-01,339893,45,false,,2020-11-27T11:24:45Z,"trip hop,downtempo","Universal-Island Records Ltd.",0.443,0.813,9,-9.066,1,0.0819,0.00673,0.0177,0.0983,0.735,169.969,4
spotify:track:6R911DBgp2NuIbOFcdhqyL,"Is It Always Binary","FROM DEEWEE","Soulwax",2017-03-24,209453,45,false,,2020-11-27T11:24:45Z,"electroclash,new rave,alternative dance","Play It Again Sam",0.818,0.889,7,-6.42,1,0.0518,0.124,0.765,0.288,0.935,109.972,4
spotify:track:1Tu24oNxMH9mt7gdJV5j9h,"We Go Together","Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack)","John Williams",2019-12-18,197466,34,false,,2020-11-27T11:24:45Z,"soundtrack","Walt Disney Records",0.0715,0.103,2,-19.08,0,0.0411,0.905,0.943,0.0846,0.0413,72.585,3
spotify:track:18fyRYQot0c2KQGSBL7fgN,"Years To Build","Weval","Weval",2016-06-10,316373,26,false,,2020-11-27T11:24:45Z,"","Kompakt",0.691,0.524,8,-12.19,0,0.186,0.056,0.0411,0.0833,0.178,173.998,4
spotify:track:4okpO1YUlZJQ9eWd7cj0lU,"Ace of Spades","The Best of Link Wray","Link Wray",2013-01-30,141946,16,false,,2020-11-27T11:24:45Z,"surf rock,rockabilly,proto-punk,native american music,psychobilly","Country Music Group",0.543,0.924,7,-6.922,1,0.0292,0.554,0.832,0.414,0.787,150.271,4
spotify:track:7yMYqHqzye8vtyiHqdVlZw,"Seventeen","Remind Me Tomorrow","Sharon Van Etten",2019-01-18,265920,0,false,,2020-11-27T11:24:45Z,"","Jagjaguwar",0.538,0.77,5,-7.376,1,0.0487,0.0158,0.214,0.0686,0.238,127.103,4
spotify:track:5dRC1qJX3IBG6BIvmrmnrI,"Journey to Exegol","Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack)","John Williams",2019-12-18,169080,36,false,,2020-11-27T11:24:45Z,"soundtrack","Walt Disney Records",0.253,0.326,2,-14.836,1,0.0419,0.704,0.836,0.156,0.173,128.198,4
spotify:track:6l9xjeuOWfJFyopPe5oqur,"Bees","The Milk of Human Kindness","Caribou",2005-04-18,323666,0,false,,2020-11-27T11:24:45Z,"idm","The Leaf Label",0.714,0.59,9,-12.821,1,0.0304,0.8,0.901,0.111,0.784,130.71,4
spotify:track:7ItpUlCUwTRyiXZ0YclPQ7,"Dry the Rain","The Three E.P.'s","The Beta Band",1998-09-28,366826,57,false,,2020-11-27T11:24:45Z,"","Because Music",0.593,0.626,4,-11.287,1,0.0317,0.0931,0.166,0.218,0.753,150.483,4
spotify:track:4nvi1SFCb50a0roOqiruJC,"Precious Story","Buddha-Bar Clubbing 2 (In Deep Session with DJ Ravin)","Armen Miran",2017-02-17,393880,0,false,,2020-11-27T11:24:45Z,"organic house,tribal house,downtempo,deep house","George V Records",0.791,0.653,9,-9.031,0,0.036,0.135,0.551,0.1,0.455,105.007,4
spotify:track:4IYKjN1DrYzxKXt0umJqsG,"I Got 5 On It","Operation Stackola","Luniz,Michael Marshall",1995-07-04,253533,78,false,,2020-11-27T11:24:45Z,"west coast hip hop,g-funk,old school hip hop,brazilian bass","Virgin Records",0.584,0.706,10,-7.899,0,0.366,0.209,0,0.125,0.579,174.039,4
spotify:track:2trHIaWqFVqC7xMQKX3haJ,"The Devil's Dancers","New Mexico","Oppenheimer Analysis",2010-09-22,184946,38,false,,2020-11-27T11:24:45Z,"cold wave,darkwave,synthpop,post-punk,electroclash,ebm,new wave","Minimal Wave",0.83,0.785,9,-5.716,0,0.0451,0.0901,0.000029,0.0735,0.722,123.144,4
spotify:track:2q8SCyLaYXKubHSon41JTh,"I Only Bought It for the Bottle","Silver Dollar Moment","The Orielles",2018-02-16,187533,18,false,,2020-11-27T11:24:45Z,"","Heavenly Recordings",0.503,0.951,1,-5.494,0,0.0355,0.0127,0.000364,0.0817,0.785,127.447,4
spotify:track:7tdZgDgkMWkKefE7m9A7qD,"Antiphona O spectabiles viri","Von Bingen: Ego sum homo","Hildegard von Bingen,Tiburtina Ensemble,Barbora Kabátková,Hana Blaziková,Margit Übellacker",2015,330240,0,false,,2020-11-27T11:24:45Z,"mediaeval,gregorian chant,classical","Ricercar",0.262,0.0125,9,-29.815,0,0.0477,0.988,0.0000497,0.0824,0.0716,109.362,3
spotify:track:67DYqj4nqzVAzZl0rwXmwX,"U.F.O","Dance to the Best of ESG","ESG",2016-11-22,177773,0,false,,2020-11-27T11:24:45Z,"post-punk,post-disco","Fire Records",0.483,0.518,8,-11.931,1,0.2,0.000201,0.903,0.108,0.123,139.119,4
spotify:track:2UlzxvK4g9jWiNap5hn3al,"Symphony No. 7 in C Major Op. 60 Leningrad: II. Moderato","Shostakovich: Symphony No. 7","Dmitri Shostakovich,Michael Sanderling,Dresdner Philharmonie",2019-06-07,727066,21,false,,2020-11-27T11:24:45Z,"classical,chamber music","Sony Classical/Sony Music",0.123,0.00793,7,-27.052,1,0.0386,0.816,0.0397,0.0871,0.0787,73.043,4
spotify:track:2VvAAjMzOKXkJ9t8N9Rbup,"Duel of the Fates (From Star Wars: Episode I - The Phantom Menace)","Music From The Star Wars Saga - The Essential Collection","John Williams,Robert Ziegler,Slovak National Symphony Orchestra",2019-12-06,274200,33,false,,2020-11-27T11:24:45Z,"soundtrack,classical","Sony Classical",0.39,0.5,2,-13.052,0,0.045,0.823,0.854,0.374,0.293,73.457,4
spotify:track:0srPep3DPaQUEI88DaHdGe,"Join Me","Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack)","John Williams",2019-12-18,222613,27,false,,2020-11-27T11:24:45Z,"soundtrack","Walt Disney Records",0.0703,0.218,11,-17.489,0,0.0391,0.454,0.907,0.196,0.0375,75.123,3
spotify:track:2uPEp51fp572Y44T3TbMNo,"On My Own","Silicon Valley (Music From The HBO Original Series)","Old Man Saxon,Mount Cyanide",2017-06-23,217999,0,true,,2020-11-27T11:24:45Z,"","Mass Appeal",0.762,0.73,2,-4.233,1,0.163,0.22,0,0.0722,0.742,97.807,4
spotify:track:0UWa0AdUscdQUI7mjjx6G1,"2049","Blade Runner 2049 (Original Motion Picture Soundtrack)","Hans Zimmer,Benjamin Wallfisch",2017-10-05,217793,51,false,,2020-11-27T11:24:45Z,"soundtrack","Epic",0.0854,0.166,1,-19.743,1,0.0429,0.07,0.882,0.117,0.0258,66.695,3
spotify:track:6ehKppLo4AqOm7WZydpso6,"Body Movement","Body Movement","Illyus Barrientos ,Lizzie Nightingale",2020-06-12,207874,19,false,,2020-11-27T11:24:45Z,"tech house,disco house,funky house","Toolroom",0.694,0.801,9,-5.08,0,0.0434,0.0019,0.000214,0.0959,0.714,127.003,4
